"","Name","Platform","Year_of_Release","Genre","Publisher","Global_Sales","Critic_Score","User_Score","Developer"
"5171","Left 4 Dead 2","PC","2009","Shooter","Valve Software",0.36,89,8.5,"Valve Software"
"5172","Green Day: Rock Band","Wii","2010","Misc","MTV Games",0.36,76,8.8,"Harmonix Music Systems"
"5175","Star Fox: Zero","WiiU","2016","Shooter","Nintendo",0.36,69,7.4,"PlatinumGames"
"5176","SAW","PS3","2009","Action","Konami Digital Entertainment",0.36,59,6.4,"Zombie Studios"
"5178","Tom Clancy's HAWX 2","X360","2010","Action","Ubisoft",0.36,68,6.3,"Ubisoft"
"5180","High Heat Major League Baseball 2004","PS2","2003","Sports","3DO",0.36,83,8.1,"3DO"
"5181","Robots","PS2","2005","Action","Vivendi Games",0.36,53,6,"Eurocom Entertainment Software"
"5182","NARC","PS2","2005","Shooter","Midway Games",0.36,50,7,"Point of View"
"5184","Dragon Ball Z: Attack of the Saiyans","DS","2009","Role-Playing","Namco Bandai Games",0.36,73,7.9,"Monolith Soft"
"5186","Bionic Commando","PS3","2009","Platform","Capcom",0.36,71,7.4,"GRIN"
"5187","Monster Rancher 3","PS2","2001","Simulation","Tecmo Koei",0.36,77,8.5,"Tecmo"
"5188","The Incredibles: Rise of the Underminer","PS2","2005","Action","THQ",0.36,60,7.1,"Heavy Iron Studios"
"5189","Sword Art Online: Lost Song","PSV","2015","Role-Playing","Namco Bandai Games",0.36,70,7.1,"Bandai Namco Games, Artdink"
"5192","Hamtaro: Ham-Ham Heartbreak","GBA","2002","Action","Nintendo",0.36,72,9.3,"Pax Softonica"
"5193","Okage: Shadow King","PS2","2001","Role-Playing","Sony Computer Entertainment",0.36,70,8.5,"Zener Works"
"5196","BlazBlue: Calamity Trigger","X360","2009","Fighting","PQube",0.36,86,8.5,"Arc System Works"
"5200","NBA 2K6","XB","2005","Action","Take-Two Interactive",0.36,84,8.7,"Visual Concepts"
"5205","Marvel Super Hero Squad","Wii","2009","Fighting","THQ",0.36,49,6.2,"Blue Tongue Entertainment"
"5206","The Chronicles of Narnia: Prince Caspian","Wii","2008","Action","Disney Interactive Studios",0.36,63,7.1,"Traveller's Tales"
"5207","World's Scariest Police Chases","PS","2001","Racing","Activision",0.36,54,6.3,"UDS"
"5211","MechAssault 2: Lone Wolf","XB","2004","Simulation","Microsoft Game Studios",0.36,81,7.5,"Day 1 Studios"
"5212","Valkyrie Profile: Lenneth","PSP","2006","Role-Playing","Square Enix",0.36,80,8.4,"TOSE"
"5216","Just Dance 2016","PS4","2015","Misc","Ubisoft",0.36,73,6.8,"Ubisoft"
"5217","ESPN NFL Football","XB","2003","Sports","Sega",0.36,91,8.9,"Visual Concepts"
"5219","Rapala Pro Fishing","PS2","2004","Sports","Zoo Digital Publishing",0.36,59,8.7,"Activision"
"5222","Spider-Man: Shattered Dimensions","X360","2010","Action","Activision",0.36,76,7.6,"Beenox"
"5224","TMNT","Wii","2007","Action","Ubisoft",0.36,60,5.9,"Ubisoft Montreal"
"5225","Fossil Fighters: Frontier","3DS","2014","Role-Playing","Nintendo",0.36,57,4.8,"RED Entertainment, Spike Chunsoft"
"5227","Arc the Lad: Twilight of the Spirits","PS2","2003","Role-Playing","Sony Computer Entertainment",0.36,72,8.2,"Cattle Call"
"5231","Watch Dogs 2","XOne","2016","Action","Ubisoft",0.36,83,7.7,"Ubisoft Montreal"
"5232","Tiger Woods PGA Tour 09","PSP","2008","Sports","Electronic Arts",0.36,53,5.5,"Exient Entertainment"
"5235","Harry Potter and the Chamber of Secrets","XB","2002","Action","Electronic Arts",0.36,77,7.2,"Eurocom Entertainment Software"
"5239","Arctic Thunder","PS2","2001","Racing","Midway Games",0.36,45,5.3,"Inland Productions"
"5242","ESPN: Sports Connection","WiiU","2012","Sports","Ubisoft",0.36,31,2.7,"Ubisoft"
"5245","Shrek","XB","2001","Platform","TDK Mediactive",0.36,49,5.4,"Digital Illusions"
"5246","Dragon's Crown","PSV","2013","Role-Playing","Nippon Ichi Software",0.35,78,8.4,"Vanillaware"
"5249","Wipeout 2048","PSV","2012","Racing","Sony Computer Entertainment",0.35,79,8.2,"Studio Liverpool"
"5253","Trauma Center: Under the Knife","DS","2005","Simulation","Nintendo",0.35,81,8.7,"ITL"
"5257","Earth Defense Force 2025","PS3","2013","Shooter","D3Publisher",0.35,69,7.5,"Sandlot"
"5258","Middle-Earth: Shadow of Mordor","PC","2014","Action","Warner Bros. Interactive Entertainment",0.35,84,8,"Monolith Productions"
"5259","Suikoden V","PS2","2006","Role-Playing","Konami Digital Entertainment",0.35,76,7.6,"Konami"
"5263","Tiger Woods PGA Tour 14","X360","2013","Sports","Electronic Arts",0.35,77,6.2,"EA Tiburon"
"5268","LocoRoco 2","PSP","2008","Platform","Sony Computer Entertainment",0.35,85,8.4,"SCE Japan Studio"
"5269","Football Manager Handheld 2010","PSP","2009","Sports","Sega",0.35,69,6.9,"Sports Interactive"
"5271","Batman: Rise of Sin Tzu","PS2","2003","Action","Ubisoft",0.35,63,8.3,"Ubisoft Montreal"
"5276","Worms: Open Warfare 2","DS","2007","Strategy","THQ",0.35,81,9.1,"Team 17, Two Tribes"
"5278","Dark Void","PS3","2010","Action","Capcom",0.35,59,6,"Airtight Games"
"5279","Guitar Hero: Smash Hits","PS3","2009","Misc","Activision",0.35,73,7.2,"Beenox"
"5282","NHL 2K10","Wii","2009","Sports","Take-Two Interactive",0.35,79,6.8,"Take-Two Interactive"
"5283","Bloody Roar 3","PS2","2001","Fighting","Virgin Interactive",0.35,71,8.6,"Eighting/Raizing"
"5284","WWE Crush Hour","PS2","2003","Racing","THQ",0.35,56,5.3,"Pacific Coast Power & Light"
"5285","Persona 2: Eternal Punishment","PS","2000","Role-Playing","Atlus",0.35,83,8.4,"Atlus Co."
"5286","Homefront: The Revolution","PS4","2016","Shooter","Deep Silver",0.35,48,3.8,"Deep Silver Dambuster Studios"
"5287","Assassin's Creed III","WiiU","2012","Action","Ubisoft",0.35,85,7.1,"Ubisoft Quebec"
"5288","One Piece: Burning Blood","PS4","2016","Fighting","Namco Bandai Games",0.35,66,7.8,"Spike Chunsoft"
"5289","Star Wars: Flight of the Falcon","GBA","2003","Action","THQ",0.35,39,5.8,"Pocket Studios"
"5291","Teenage Mutant Ninja Turtles: Smash-Up","Wii","2009","Fighting","Ubisoft",0.35,67,8.2,"Game Arts"
"5292","Toukiden: The Age of Demons","PSV","2013","Action","Tecmo Koei",0.35,71,8,"Omega Force"
"5293","Metro: Last Light","X360","2013","Action","Deep Silver",0.35,80,8.4,"4A Games"
"5296","Football Manager 2016","PC","2015","Simulation","Sega",0.35,81,6.9,"Sega"
"5297","Resident Evil: Dead Aim","PS2","2003","Action","Capcom",0.35,65,6.6,"Cavia Inc."
"5299","Need for Speed Carbon","GC","2006","Racing","Electronic Arts",0.35,75,7.8,"EA Canada"
"5303","EA Sports MMA","X360","2010","Fighting","Electronic Arts",0.35,79,7,"EA Tiburon"
"5306","Defiance","PS3","2013","Shooter","Trion Worlds",0.35,59,6.9,"Trion Worlds"
"5307","Terminator Salvation","X360","2009","Shooter","Warner Bros. Interactive Entertainment",0.35,48,5,"GRIN"
"5313","Guilty Gear X2","PS2","2002","Fighting","Sammy Corporation",0.35,87,8.7,"Arc System Works"
"5314","Chicken Shoot","Wii","2007","Action","Zoo Digital Publishing",0.35,27,4.8,"Destination Software"
"5315","Tom Clancy's Rainbow Six: Lockdown","PS2","2005","Shooter","Ubisoft",0.35,70,6.9,"Red Storm Entertainment, Ubisoft Montreal"
"5317","MotoGP 08","X360","2008","Racing","Capcom",0.35,68,5.6,"Milestone S.r.l"
"5318","LEGO Marvel's Avengers","XOne","2016","Action","Warner Bros. Interactive Entertainment",0.35,71,5.1,"TT Games"
"5320","Aggressive Inline","PS2","2002","Sports","Acclaim Entertainment",0.35,85,8.7,"Z-Axis, Ltd."
"5321","Mirror's Edge Catalyst","PS4","2016","Platform","Electronic Arts",0.35,69,4.7,"EA DICE"
"5322","Sniper Elite 3","XOne","2014","Shooter","505 Games",0.35,63,6.6,"Rebellion"
"5324","NFL Street","GC","2004","Sports","Electronic Arts",0.35,81,8,"EA Tiburon"
"5325","Karaoke Revolution","PS2","2003","Misc","Konami Digital Entertainment",0.35,83,9.1,"Harmonix Music Systems"
"5326","Metal Arms: Glitch in the System","PS2","2003","Shooter","Vivendi Games",0.35,81,8.9,"Mass Media"
"5327","Tropico 4","X360","N/A","Strategy","Kalypso Media",0.35,77,7.5,"Haemimont"
"5330","EverGrace","PS2","2000","Role-Playing","Ubisoft",0.35,59,7.8,"From Software"
"5331","Enemy Territory: Quake Wars","PS3","2008","Shooter","Activision",0.35,60,6.4,"Z-Axis, Ltd."
"5332","Lunar 2: Eternal Blue Complete","PS","1999","Role-Playing","Kadokawa Shoten",0.35,86,8.9,"Game Arts"
"5335","MLB 06: The Show","PSP","2006","Sports","Sony Computer Entertainment",0.35,83,8.5,"SCEA San Diego Studios"
"5336","Over the Hedge","GC","2006","Platform","Activision",0.35,61,9.3,"Edge of Reality"
"5337","Tomb Raider (2013)","PC","N/A","Action","Square Enix",0.35,86,8.5,"Crystal Dynamics, Nixxes Software"
"5338","Charlie and the Chocolate Factory","PS2","2005","Adventure","Global Star",0.35,35,4.1,"High Voltage Software, Backbone Entertainment"
"5339","TrackMania Turbo","PS4","2016","Action","Ubisoft",0.35,81,7.9,"Nadeo"
"5342","Tiger Woods PGA Tour 12: The Masters","Wii","2011","Sports","Electronic Arts",0.34,85,6.7,"Electronic Arts"
"5343","Def Jam Icon","X360","2007","Action","Electronic Arts",0.34,69,6.3,"EA Chicago"
"5348","Dynasty Warriors 5 Empires","PS2","2006","Action","Tecmo Koei",0.34,62,9.1,"Omega Force"
"5349","Call of Duty: Ghosts","WiiU","2013","Shooter","Activision",0.34,69,3.4,"Treyarch"
"5350","Transformers: Dark of the Moon","PS3","2011","Action","Activision",0.34,57,5.6,"High Moon Studios"
"5351","SoulCalibur","DC","1999","Fighting","Namco Bandai Games",0.34,98,8.8,"Namco"
"5352","WipEout 3","PS","1999","Racing","Psygnosis",0.34,89,8.5,"Psygnosis"
"5357","WWE '12","Wii","2011","Fighting","THQ",0.34,74,5.2,"Yuke's"
"5358","WWE All Stars","X360","2011","Fighting","THQ",0.34,75,7.2,"THQ"
"5359","Mini Ninjas","PS3","2009","Action","Eidos Interactive",0.34,73,8.7,"Io Interactive"
"5360","Tekken Tag Tournament 2","X360","2012","Fighting","Namco Bandai Games",0.34,83,7.5,"Namco Bandai Games"
"5362","Driver 2 Advance","GBA","2002","Action","Atari",0.34,73,6.6,"Sennari Interactive"
"5363","Monster Rancher 4","PS2","2003","Simulation","Tecmo Koei",0.34,77,9.1,"Tecmo"
"5364","Mini Ninjas","DS","2009","Action","Eidos Interactive",0.34,61,5.8,"Magic Pockets"
"5365","Tim Burton's The Nightmare Before Christmas: Oogie's Revenge","PS2","2004","Adventure","Disney Interactive Studios",0.34,65,8.6,"Capcom"
"5367","Battalion Wars 2","Wii","2007","Strategy","Nintendo",0.34,75,7.6,"Kuju Entertainment"
"5368","MotorStorm: Arctic Edge","PS2","2009","Racing","Sony Computer Entertainment",0.34,72,8.3,"Virtuos"
"5372","Hitman: Contracts","XB","2004","Shooter","Eidos Interactive",0.34,78,8.8,"Io Interactive"
"5373","Supreme Commander 2","X360","2010","Strategy","Square Enix",0.34,75,7.1,"Gas Powered Games"
"5374","Thunderstrike: Operation Phoenix","PS2","2001","Simulation","Eidos Interactive",0.34,65,8.1,"Core Design Ltd."
"5379","Racquet Sports","PS3","2010","Sports","Ubisoft",0.34,45,4.3,"Asobo Studio"
"5380","Company of Heroes 2","PC","2013","Strategy","THQ",0.34,80,2.1,"Relic"
"5381","Trauma Center: Second Opinion","Wii","2006","Simulation","Nintendo",0.34,80,8,"Atlus"
"5383","WWE Day of Reckoning 2","GC","2005","Fighting","THQ",0.34,76,6,"Yuke's"
"5385","The Urbz: Sims in the City","XB","2004","Simulation","Electronic Arts",0.34,70,6.5,"Maxis"
"5389","Rayman Legends","XOne","2014","Platform","Ubisoft",0.34,91,7.9,"Ubisoft Montpellier"
"5390","SpongeBob SquarePants: The Yellow Avenger","DS","2005","Action","THQ",0.34,67,7.6,"Tantatus"
"5391","Monopoly","PS3","2008","Misc","Electronic Arts",0.34,54,6.7,"Electronic Arts"
"5392","SimCity Creator","DS","2008","Simulation","Electronic Arts",0.34,69,7.3,"Electronic Arts"
"5394","Tenchu Z","X360","2006","Action","Microsoft Game Studios",0.34,56,7.3,"K2 LLC"
"5396","Conan","PS3","2007","Action","THQ",0.34,69,7.2,"Nihilistic"
"5399","Leisure Suit Larry: Magna Cum Laude","PS2","2004","Adventure","Vivendi Games",0.34,60,6.3,"High Voltage Software"
"5400","MVP 06 NCAA Baseball","XB","2006","Sports","Electronic Arts",0.34,75,8.6,"EA Canada"
"5401","Naruto Shippuden: Ultimate Ninja Impact","PSP","2011","Fighting","Namco Bandai Games",0.34,59,7.2,"Racjin"
"5406","F.E.A.R.","X360","2006","Shooter","Vivendi Games",0.34,85,7.3,"Day 1 Studios"
"5409","Tom Clancy's Ghost Recon: Shadow Wars","3DS","2011","Strategy","Ubisoft",0.34,77,7.9,"Ubisoft"
"5414","Herbie: Fully Loaded","GBA","2005","Racing","Disney Interactive Studios",0.34,47,6.8,"Buena Vista Interactive"
"5415","Teenage Mutant Ninja Turtles","GC","2003","Action","Konami Digital Entertainment",0.34,57,8,"Konami"
"5416","Kameo: Elements of Power","X360","2005","Action","Microsoft Game Studios",0.34,79,8.1,"Rare Ltd."
"5418","Dynasty Warriors 6 Empires","PS3","2009","Action","Tecmo Koei",0.34,62,7,"Omega Force"
"5419","The Shoot","PS3","2010","Shooter","Sony Computer Entertainment",0.34,60,6.2,"Cohort Studios"
"5423","Puzzle Quest: Challenge of the Warlords","DS","2007","Puzzle","D3Publisher",0.34,82,8.7,"1st Playable Productions"
"5424","Dynasty Warriors: Gundam 2","PS2","2008","Action","Namco Bandai Games",0.34,52,6.5,"Omega Force"
"5425","Star Ocean: Second Evolution","PSP","2008","Role-Playing","Square Enix",0.34,75,7.1,"TOSE"
"5428","MXRider","PS2","2001","Racing","Atari",0.34,69,6.8,"Paradigm Entertainment"
"5430","Delta Force: Black Hawk Down","XB","2005","Shooter","NovaLogic",0.34,61,6.6,"Climax Group"
"5431","Pirates of the Caribbean: At World's End","X360","2007","Action","Disney Interactive Studios",0.34,58,5.3,"Eurocom Entertainment Software"
"5434","The Eye of Judgment","PS3","2007","Misc","Sony Computer Entertainment",0.33,75,8.2,"SCEJ"
"5436","Tom Clancy's Ghost Recon Advanced Warfighter","XB","2006","Shooter","Ubisoft",0.33,66,6,"Ubisoft Shanghai"
"5439","NHL 09","PS3","2008","Sports","Electronic Arts",0.33,88,7.7,"EA Canada"
"5440","World of Final Fantasy","PS4","2016","Role-Playing","Square Enix",0.33,77,8.3,"Square Enix"
"5442","Banjo-Kazooie: Grunty's Revenge","GBA","2003","Platform","THQ",0.33,72,8.1,"Rare Ltd."
"5445","NHL 17","PS4","2016","Sports","Electronic Arts",0.33,78,5.8,"EA Canada, EA Vancouver"
"5446","Mega Man ZX Advent","DS","2007","Platform","Capcom",0.33,78,8.6,"Inti Creates"
"5448","NCAA Basketball 10","PS3","2009","Sports","Electronic Arts",0.33,75,7.8,"EA Canada"
"5450","Jeanne d'Arc","PSP","2006","Role-Playing","Sony Computer Entertainment",0.33,87,8.2,"Level 5"
"5454","Harry Potter and the Deathly Hallows - Part 2","X360","2011","Action","Electronic Arts",0.33,44,5.4,"EA Bright Light"
"5455","Avatar: The Last Airbender","DS","2006","Adventure","THQ",0.33,64,6.4,"TOSE"
"5456","Ape Escape Academy","PSP","2004","Misc","Sony Computer Entertainment",0.33,51,5.8,"Shift"
"5457","WWE Wrestlemania XIX","GC","2003","Fighting","THQ",0.33,76,8.7,"Yuke's"
"5458","The Sims 2","GC","2005","Simulation","Electronic Arts",0.33,73,8.3,"Maxis"
"5459","Hulk","XB","2003","Action","Universal Interactive",0.33,69,7.7,"Radical Entertainment"
"5460","Untold Legends: The Warriors Code","PSP","2006","Role-Playing","Ubisoft",0.33,65,8.3,"Sony Online Entertainment"
"5461","Klonoa 2: Lunatea's Veil","PS2","2001","Platform","Sony Computer Entertainment",0.33,91,9.1,"Namco"
"5462","Deus Ex: Invisible War","XB","2003","Shooter","Eidos Interactive",0.33,84,7.6,"Ion Storm"
"5465","The King of Fighters XIII","X360","2011","Fighting","Rising Star Games",0.33,79,8.2,"SNK Playmore"
"5467","Tak 2: The Staff of Dreams","GC","2004","Platform","THQ",0.33,75,8.6,"Avalanche Software"
"5468","Fracture","X360","2008","Shooter","LucasArts",0.33,63,6.2,"Day 1 Studios"
"5469","Ninja Blade","X360","2009","Action","Microsoft Game Studios",0.33,68,6.8,"From Software"
"5471","LEGO Batman 2: DC Super Heroes","PSV","2012","Action","Warner Bros. Interactive Entertainment",0.33,62,6.7,"TT Games"
"5472","Bee Movie Game","Wii","2007","Action","Activision",0.33,62,7.6,"Smart Bomb Interactive"
"5473","Kelly Slater's Pro Surfer","PS2","2002","Sports","Activision",0.33,77,8.4,"Treyarch"
"5474","Sniper: Ghost Warrior 2","PS3","2013","Shooter","City Interactive",0.33,52,6,"City Interactive"
"5476","Legends of Wrestling II","PS2","2002","Fighting","Acclaim Entertainment",0.33,59,6.7,"Acclaim"
"5481","Virtua Tennis 2009","X360","2009","Sports","Sega",0.33,70,6.2,"Sumo Digital"
"5482","Street Fighter Alpha 3 MAX","PSP","2006","Fighting","Capcom",0.33,80,8,"Capcom"
"5483","MLB 09: The Show","PS2","2009","Sports","Sony Computer Entertainment",0.33,79,7.5,"SCEA San Diego Studios"
"5486","Classic NES Series: Castlevania","GBA","2004","Platform","Nintendo",0.33,74,8.6,"Konami"
"5488","Fight Night Round 3","XB","2006","Fighting","Electronic Arts",0.33,83,9,"EA Chicago"
"5490","Way of the Samurai 2","PS2","2003","Action","Capcom",0.33,59,9,"Acquire"
"5491","Planet Puzzle League","DS","2007","Puzzle","Nintendo",0.33,86,8.2,"Intelligent Systems"
"5494","Naruto: Rise of a Ninja","X360","2007","Action","Ubisoft",0.33,78,8.6,"Ubisoft Montreal"
"5495","Cabela's Dangerous Hunts 2011","PS3","2010","Sports","Activision",0.33,60,5.4,"Activision"
"5498","Disgaea 2: Cursed Memories","PS2","2006","Role-Playing","Tecmo Koei",0.33,84,6.4,"Nippon Ichi Software"
"5499","Clock Tower 3","PS2","2002","Adventure","Capcom",0.33,69,7.6,"SunSoft"
"5501","Etrian Odyssey","DS","2007","Role-Playing","Nintendo",0.33,75,8.5,"Lancarse, Atlus"
"5502","Call Of Duty 2: Big Red One","GC","2005","Shooter","Activision",0.33,76,7.9,"Treyarch"
"5503","Dragon Ball Z: Extreme Butoden","3DS","2015","Fighting","Namco Bandai Games",0.33,61,6.6,"Arc System Works"
"5505","Disgaea: Hour of Darkness","PS2","2003","Role-Playing","Tecmo Koei",0.33,84,8.9,"Nippon Ichi Software"
"5506","NeoGeo Battle Coliseum","PS2","2005","Fighting","Ignition Entertainment",0.33,66,8.8,"SNK Playmore"
"5507","Resonance of Fate","X360","2010","Role-Playing","Sega",0.33,74,7.7,"Tri-Ace"
"5508","Harry Potter and the Deathly Hallows - Part 2","Wii","2011","Action","Electronic Arts",0.33,47,6.6,"EA Bright Light"
"5510","SpongeBob SquarePants: Creature from the Krusty Krab","GC","2006","Platform","THQ",0.33,74,7.7,"Blitz Games"
"5511","MLB 08: The Show","PSP","2008","Sports","Sony Computer Entertainment",0.33,83,8.4,"SCEA San Diego Studios"
"5514","Spy Kids 3-D: Game Over","GBA","2003","Platform","Disney Interactive Studios",0.33,62,7.7,"Digital Eclipse"
"5518","Power Rangers: Ninja Storm","GBA","2003","Misc","THQ",0.33,55,7.8,"Natsume"
"5520","Medal of Honor: Warfighter","PC","2012","Action","Electronic Arts",0.33,55,5.4,"Danger Close"
"5522","MVP Baseball 2005","GC","2005","Sports","Electronic Arts",0.33,88,8.7,"EA Sports"
"5524","SSX Blur","Wii","2007","Sports","Electronic Arts",0.33,74,8.1,"EA Montreal"
"5526","Danganronpa: Trigger Happy Havoc","PSV","2013","Misc","Nippon Ichi Software",0.33,80,8.1,"Spike Chunsoft"
"5528","Harry Potter and the Half-Blood Prince","PS3","2009","Action","Electronic Arts",0.33,66,7.1,"EA Bright Light"
"5531","Teen Titans","GC","2006","Action","THQ",0.33,63,6.9,"Artificial Mind and Movement"
"5533","MX vs. ATV Untamed","Wii","2008","Racing","THQ",0.33,70,8.3,"Rainbow Studios"
"5535","Binary Domain","PS3","2012","Action","Sega",0.33,72,8.2,"Sega"
"5540","DECA Sports Freedom","X360","2010","Sports","Hudson Soft",0.33,26,3.7,"AI"
"5543","Major League Baseball 2K6","XB","2006","Sports","Take-Two Interactive",0.33,71,5.7,"Kush Games"
"5544","Golden Axe: Beast Rider","X360","2008","Action","Sega",0.33,45,5.8,"Secret Level"
"5546","EA Playground","DS","2007","Sports","Electronic Arts",0.33,60,7.6,"Piranha Games"
"5549","The Witcher: Enhanced Edition","PC","2008","Role-Playing","Atari",0.32,86,8.5,"CD Projekt Red Studio"
"5552","Mystery Case Files: The Malgrave Incident","Wii","2011","Adventure","Nintendo",0.32,65,8.2,"Sanzaru Games"
"5556","Iron Man 2","Wii","2010","Action","Sega",0.32,41,4.6,"High Voltage Software"
"5557","SWAT: Global Strike Team","PS2","2003","Shooter","Vivendi Games",0.32,69,7.8,"Argonaut Games"
"5561","Battlestations: Pacific","X360","2009","Strategy","Eidos Interactive",0.32,76,7.4,"Eidos Interactive"
"5562","Elebits","Wii","2006","Action","Konami Digital Entertainment",0.32,75,7.4,"Konami"
"5564","Def Jam Rapstar","PS3","2010","Misc","Konami Digital Entertainment",0.32,75,6.3,"Terminal Reality, 4mm Games"
